head_word,is_primary,is_middle,is_high,is_zhongkao,is_gaokao,is_cet4,is_cet6,is_kaoyan,is_ielts,is_toefl,is_gre,is_gmat,is_sat,is_bec,is_level4,is_level8,is_phonetic_filled,phonetic_source
dining hall,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,origin
dinner,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,origin
dinosaur,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,origin
dint,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
diocese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
diode,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,origin
dioxide,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,origin
dip,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,origin
diphthong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
diploma,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,origin
diplomacy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,origin
diplomat,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,origin
diplomatic,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,origin
dipper,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,origin
dipsomania,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,fuzzy:insomnia
dire,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,origin
direct,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,origin
direction,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,origin
directional,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
directive,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,origin
directly,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,origin
director,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,origin
directorship,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,origin
directory,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,origin
direful,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
dirge,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
dirk,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
dirt,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,origin
dirty,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,origin
disability,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,origin
disable,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,origin
disabled,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,origin
disabuse,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
disadvantage,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,origin
disadvantaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
disadvantageous,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,origin
disaffect,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
disaffected,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
disaffection,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,origin
disagree,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,origin
disagreeable,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,origin
disagreement,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,origin
disallow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,origin
disappear,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,origin
disappearance,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,origin
disappoint,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,origin
disappointed,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,origin
disappointing,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,origin
disappointment,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,origin
disapproval,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,origin
disapprove,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,origin
disapproving,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,origin
disarm,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,origin
disarmament,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
disarray,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,origin
disassociate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
disaster,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,origin
disastrous,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,origin
disavow,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,origin
disavowal,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
disband,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,origin
disbar,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
disbelief,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,origin
disbelieve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
disburse,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,origin
disbursement,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
disc,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,origin
discalced,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,fuzzy:disabled
discard,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,origin
discern,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,origin
discernible,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,origin
discerning,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,origin
discernment,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
discharge,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,origin
disciple,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,origin
disciplinarian,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
disciplinary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
discipline,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,origin
disclaim,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,origin
disclaimer,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
disclose,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,origin
disclosure,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,origin
disco,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,origin
discography,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
discolor,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
discoloration,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
discombobulated,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
discomfit,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,origin
discomfited,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
discomfiture,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
discomfort,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
discommode,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,fuzzy:incommode
discompose,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
discomposure,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,fuzzy:discompose
disconcert,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,origin
disconnect,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,origin
disconsolate,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
discontent,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,origin
discontented,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
discontinue,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,origin
discontinuity,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
discord,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,origin
discordant,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
discount,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,origin
discountenance,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,fuzzy:countenance
discourage,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,origin
discouraging,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,fuzzy:discourage
discourse,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,origin
discourteous,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,origin
discover,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,origin
discoverer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
discovery,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,origin
discredit,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,origin
discreet,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,origin
discrepancy,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,origin
discrepant,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,origin
discrete,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,origin
discretion,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,origin
discretionary,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,origin
discriminate,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,origin
discriminating,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
discrimination,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,origin
discriminatory,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
discursive,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,origin
discus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
discuss,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,origin
discussion,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,origin
disdain,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,origin
disdainful,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,origin
disease,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,origin
disembark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
disembodied,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
disembosom,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
disempower,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,origin
disenchant,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,origin
disenchanted,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,origin
disenchantment,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,origin
disencumber,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,fuzzy:encumber
disenfranchise,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,origin
disengage,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,origin
disengaged,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
disengagement,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,origin
disentangle,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,origin
disequilibrium,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,origin
disfavour,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,origin
disfigure,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,origin
disfranchise,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
disgorge,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
disgrace,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,origin
disgraceful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
disgruntle,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
disgruntled,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
disguise,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,origin
disgust,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,origin
disgusted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,origin
disgusting,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,origin
dish,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,origin
dishabituate,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,fuzzy:habituate
disharmony,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,origin
dishevel,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,fuzzy:dishevelled
disheveled,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,fuzzy:dishevelled
dishevelled,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
dishonest,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,origin
dishonour,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,origin
dishonourable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
dishwasher,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,origin
disillusion,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,origin
disillusioned,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
disillusionment,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,origin
disinclination,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
disinclined,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,origin
disinfect,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,origin
disinfectant,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,origin
disingenuous,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,origin
disintegrate,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,origin
disintegration,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,origin
disinter,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
disinterest,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,origin
disinterested,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,origin
disjointed,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,origin
disjunction,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
disjunctive,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,origin
disk,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,origin
dislike,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,origin
dislocate,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,origin
dislocation,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,origin
dislodge,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,origin
disloyal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
disloyalty,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
dismal,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,origin
dismantle,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,origin
dismay,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,origin
dismember,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,origin
dismiss,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,origin
dismissal,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,origin
disobedience,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
disobedient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
disobey,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,origin
disonest,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,fuzzy:dishonest
disorder,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,origin
disorderly,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,origin
disorganisation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,fuzzy:organisation
disorganize,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
disorient,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,origin
disorientate,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,fuzzy:orientate
disorientation,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,fuzzy:orientation
disparage,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,origin
disparaging,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,origin
disparate,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,origin
disparity,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,origin
dispassionate,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
dispatch,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,origin
dispel,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,origin
dispensable,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,origin
dispensary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,origin
dispensation,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,origin
dispense,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,origin
dispenser,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,origin
dispersal,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,origin
disperse,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,origin
dispirited,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
dispiriting,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,origin
displace,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,origin
displacement,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,origin
display,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,origin
displease,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,origin
displeasure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,origin
disport,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
disposable,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,origin
disposal,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,origin
dispose,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,origin
disposed,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,origin
disposition,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,origin
dispossessed,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,fuzzy:possessed
disproof,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
disproportionate,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,origin
disproportionately,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,origin
disprove,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,origin
disputable,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
disputant,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
disputatious,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
dispute,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,origin
disqualify,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,origin
disquiet,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,origin
disquisition,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
disregard,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,origin
disreputable,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
disrepute,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,origin
disrespect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
disrespectful,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,origin
disrespectfully,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,fuzzy:disrespectful
disrupt,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,origin
disruption,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,origin
disruptive,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,origin
dissatisfaction,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,origin
dissatisfied,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,origin
dissatisfy,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,origin
dissect,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,origin
dissemble,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,origin
disseminate,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,origin
dissemination,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,origin
dissension,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,origin
dissent,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,origin
dissenter,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,origin
dissentious,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,origin
dissertation,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,origin
disserve,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,fuzzy:disservice
disservice,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,origin
dissever,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,origin
dissident,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,origin
dissimilar,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,origin
dissimulate,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,origin
dissipate,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,origin
dissipated,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,origin
dissociate,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,origin
dissociation,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
dissolute,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,origin
dissolution,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,origin
dissolve,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,origin
dissonance,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,origin
dissonant,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,origin
dissuade,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,origin
distain,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,fuzzy:distant
distance,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,origin
distant,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,origin
distantly,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
distaste,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,origin
distasteful,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,origin
distend,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,origin
distension,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
distent,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
distil,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,origin
distill,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,origin
distillation,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,origin
distinct,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,origin
distinction,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,origin
distinctive,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,origin
distinctively,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,fuzzy:instinctively
distinctly,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,origin
distinguish,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,origin
distinguishable,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,origin
distinguished,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,origin
distinguishing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,origin
distingusihed,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,fuzzy:distinguished
distort,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,origin
distortion,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,origin
distract,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,origin
distracted,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,origin
distraction,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,origin
distrait,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
distraught,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,origin
distress,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,origin
distressed,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,origin
distressing,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
distribute,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,origin
distribution,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,origin
distributor,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,origin
distributorship,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,origin
district,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,origin
distrust,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,origin
distrustful,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,origin
disturb,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,origin
disturbance,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,origin
disturbing,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,origin
disunite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
disuse,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,origin
ditch,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,origin
dither,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,origin
ditto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
ditty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
